"1947:1"   1056.5
"1947:2"   1063.2
"1947:3"   1067.1
"1947:4"   1080.0
"1948:1"   1086.8
"1948:2"   1106.1
"1948:3"   1116.3
"1948:4"   1125.5
"1949:1"   1112.4
"1949:2"   1105.9
"1949:3"   1114.3
"1949:4"   1103.3
"1950:1"   1148.2
"1950:2"   1181.0
"1950:3"   1225.3
"1950:4"   1260.2
"1951:1"   1286.6
"1951:2"   1320.4
"1951:3"   1349.8
"1951:4"   1356.0
"1952:1"   1369.2
"1952:2"   1365.9
"1952:3"   1378.2
"1952:4"   1406.8
"1953:1"   1431.4
"1953:2"   1444.9
"1953:3"   1438.2
"1953:4"   1426.6
"1954:1"   1406.8
"1954:2"   1401.2
"1954:3"   1418.0
"1954:4"   1438.8
"1955:1"   1469.6
"1955:2"   1485.7
"1955:3"   1505.5
"1955:4"   1518.7
"1956:1"   1515.7
"1956:2"   1522.6
"1956:3"   1523.7
"1956:4"   1540.6
"1957:1"   1553.3
"1957:2"   1552.4
"1957:3"   1561.5
"1957:4"   1537.3
"1958:1"   1506.1
"1958:2"   1514.2
"1958:3"   1550.0
"1958:4"   1586.7
"1959:1"   1606.4
"1959:2"   1637.0
"1959:3"   1629.5
"1959:4"   1643.4
"1960:1"   1671.6
"1960:2"   1666.8
"1960:3"   1668.4
"1960:4"   1654.1
"1961:1"   1671.3
"1961:2"   1692.1
"1961:3"   1716.3
"1961:4"   1754.9
"1962:1"   1777.9
"1962:2"   1796.4
"1962:3"   1813.1
"1962:4"   1810.1
"1963:1"   1834.6
"1963:2"   1860.0
"1963:3"   1892.5
"1963:4"   1906.1
"1964:1"   1948.7
"1964:2"   1965.4
"1964:3"   1985.2
"1964:4"   1993.7
"1965:1"   2036.9
"1965:2"   2066.4
"1965:3"   2099.3
"1965:4"   2147.6
"1966:1"   2190.1
"1966:2"   2195.8
"1966:3"   2218.3
"1966:4"   2229.2
"1967:1"   2241.8
"1967:2"   2255.2
"1967:3"   2287.7
"1967:4"   2300.6
"1968:1"   2327.3
"1968:2"   2366.9
"1968:3"   2385.3
"1968:4"   2383.0
"1969:1"   2416.5
"1969:2"   2419.8
"1969:3"   2433.2
"1969:4"   2423.5
"1970:1"   2408.6
"1970:2"   2406.5
"1970:3"   2435.8
"1970:4"   2413.8
"1971:1"   2478.6
"1971:2"   2478.4
"1971:3"   2491.1
"1971:4"   2491.0
"1972:1"   2545.6
"1972:2"   2595.1
"1972:3"   2622.1
"1972:4"   2671.3
"1973:1"   2734.0
"1973:2"   2741.0
"1973:3"   2738.3
"1973:4"   2762.8
"1974:1"   2747.4
"1974:2"   2755.2
"1974:3"   2719.3
"1974:4"   2695.4
"1975:1"   2642.7
"1975:2"   2669.6
"1975:3"   2714.9
"1975:4"   2752.7
"1976:1"   2804.4
"1976:2"   2816.9
"1976:3"   2828.6
"1976:4"   2856.8
"1977:1"   2896.0
"1977:2"   2942.7
"1977:3"   3001.8
"1977:4"   2994.1
"1978:1"   3020.5
"1978:2"   3115.9
"1978:3"   3142.6
"1978:4"   3181.6
"1979:1"   3181.7
"1979:2"   3178.7
"1979:3"   3207.4
"1979:4"   3201.3
"1980:1"   3233.4
"1980:2"   3157.0
"1980:3"   3159.1
"1980:4"   3199.2
"1981:1"   3261.1
"1981:2"   3250.2
"1981:3"   3264.6
"1981:4"   3219.0
"1982:1"   3170.4
"1982:2"   3179.9
"1982:3"   3154.5
"1982:4"   3159.3
"1983:1"   3186.6
"1983:2"   3258.3
"1983:3"   3306.4
"1983:4"   3365.1
"1984:1"   3451.7
"1984:2"   3498.0
"1984:3"   3520.6
"1984:4"   3535.2
"1985:1"   3577.5
"1985:2"   3599.2
"1985:3"   3635.8
"1985:4"   3662.4
"1986:1"   3721.1
"1986:2"   3704.6
"1986:3"   3712.4
"1986:4"   3733.6
"1987:1"   3781.2
"1987:2"   3820.3
"1987:3"   3858.9
"1987:4"   3920.7
"1988:1"   3970.2
"1988:2"   4005.8
"1988:3"   4032.1
"1988:4"   4059.3

"1948:1"   3.4
"1948:2"   3.8
"1948:3"   4.0
"1948:4"   3.9
"1948:5"   3.5
"1948:6"   3.6
"1948:7"   3.6
"1948:8"   3.9
"1948:9"   3.8
"1948:10"  3.7
"1948:11"  3.8
"1948:12"  4.0
"1949:1"   4.3
"1949:2"   4.7
"1949:3"   5.0
"1949:4"   5.3
"1949:5"   6.1
"1949:6"   6.2
"1949:7"   6.7
"1949:8"   6.8
"1949:9"   6.6
"1949:10"  7.9
"1949:11"  6.4
"1949:12"  6.6
"1950:1"   6.5
"1950:2"   6.4
"1950:3"   6.3
"1950:4"   5.8
"1950:5"   5.5
"1950:6"   5.4
"1950:7"   5.0
"1950:8"   4.5
"1950:9"   4.4
"1950:10"  4.2
"1950:11"  4.2
"1950:12"  4.3
"1951:1"   3.7
"1951:2"   3.4
"1951:3"   3.4
"1951:4"   3.1
"1951:5"   3.0
"1951:6"   3.2
"1951:7"   3.1
"1951:8"   3.1
"1951:9"   3.3
"1951:10"  3.5
"1951:11"  3.5
"1951:12"  3.1
"1952:1"   3.2
"1952:2"   3.1
"1952:3"   2.9
"1952:4"   2.9
"1952:5"   3.0
"1952:6"   3.0
"1952:7"   3.2
"1952:8"   3.4
"1952:9"   3.1
"1952:10"  3.0
"1952:11"  2.8
"1952:12"  2.7
"1953:1"   2.9
"1953:2"   2.6
"1953:3"   2.6
"1953:4"   2.7
"1953:5"   2.5
"1953:6"   2.5
"1953:7"   2.6
"1953:8"   2.7
"1953:9"   2.9
"1953:10"  3.1
"1953:11"  3.5
"1953:12"  4.5
"1954:1"   4.9
"1954:2"   5.2
"1954:3"   5.7
"1954:4"   5.9
"1954:5"   5.9
"1954:6"   5.6
"1954:7"   5.8
"1954:8"   6.0
"1954:9"   6.1
"1954:10"  5.7
"1954:11"  5.3
"1954:12"  5.0
"1955:1"   4.9
"1955:2"   4.7
"1955:3"   4.6
"1955:4"   4.7
"1955:5"   4.3
"1955:6"   4.2
"1955:7"   4.0
"1955:8"   4.2
"1955:9"   4.1
"1955:10"  4.3
"1955:11"  4.2
"1955:12"  4.2
"1956:1"   4.0
"1956:2"   3.9
"1956:3"   4.2
"1956:4"   4.0
"1956:5"   4.3
"1956:6"   4.3
"1956:7"   4.4
"1956:8"   4.1
"1956:9"   3.9
"1956:10"  3.9
"1956:11"  4.3
"1956:12"  4.2
"1957:1"   4.2
"1957:2"   3.9
"1957:3"   3.7
"1957:4"   3.9
"1957:5"   4.1
"1957:6"   4.3
"1957:7"   4.2
"1957:8"   4.1
"1957:9"   4.4
"1957:10"  4.5
"1957:11"  5.1
"1957:12"  5.2
"1958:1"   5.8
"1958:2"   6.4
"1958:3"   6.7
"1958:4"   7.4
"1958:5"   7.4
"1958:6"   7.3
"1958:7"   7.5
"1958:8"   7.4
"1958:9"   7.1
"1958:10"  6.7
"1958:11"  6.2
"1958:12"  6.2
"1959:1"   6.0
"1959:2"   5.9
"1959:3"   5.6
"1959:4"   5.2
"1959:5"   5.1
"1959:6"   5.0
"1959:7"   5.1
"1959:8"   5.2
"1959:9"   5.5
"1959:10"  5.7
"1959:11"  5.8
"1959:12"  5.3
"1960:1"   5.2
"1960:2"   4.8
"1960:3"   5.4
"1960:4"   5.2
"1960:5"   5.1
"1960:6"   5.4
"1960:7"   5.5
"1960:8"   5.6
"1960:9"   5.5
"1960:10"  6.1
"1960:11"  6.1
"1960:12"  6.6
"1961:1"   6.6
"1961:2"   6.9
"1961:3"   6.9
"1961:4"   7.0
"1961:5"   7.1
"1961:6"   6.9
"1961:7"   7.0
"1961:8"   6.6
"1961:9"   6.7
"1961:10"  6.5
"1961:11"  6.1
"1961:12"  6.0
"1962:1"   5.8
"1962:2"   5.5
"1962:3"   5.6
"1962:4"   5.6
"1962:5"   5.5
"1962:6"   5.5
"1962:7"   5.4
"1962:8"   5.7
"1962:9"   5.6
"1962:10"  5.4
"1962:11"  5.7
"1962:12"  5.5
"1963:1"   5.7
"1963:2"   5.9
"1963:3"   5.7
"1963:4"   5.7
"1963:5"   5.9
"1963:6"   5.6
"1963:7"   5.6
"1963:8"   5.4
"1963:9"   5.5
"1963:10"  5.5
"1963:11"  5.7
"1963:12"  5.5
"1964:1"   5.6
"1964:2"   5.4
"1964:3"   5.4
"1964:4"   5.3
"1964:5"   5.1
"1964:6"   5.2
"1964:7"   4.9
"1964:8"   5.0
"1964:9"   5.1
"1964:10"  5.1
"1964:11"  4.8
"1964:12"  5.0
"1965:1"   4.9
"1965:2"   5.1
"1965:3"   4.7
"1965:4"   4.8
"1965:5"   4.6
"1965:6"   4.6
"1965:7"   4.4
"1965:8"   4.4
"1965:9"   4.3
"1965:10"  4.2
"1965:11"  4.1
"1965:12"  4.0
"1966:1"   4.0
"1966:2"   3.8
"1966:3"   3.8
"1966:4"   3.8
"1966:5"   3.9
"1966:6"   3.8
"1966:7"   3.8
"1966:8"   3.8
"1966:9"   3.7
"1966:10"  3.7
"1966:11"  3.6
"1966:12"  3.8
"1967:1"   3.9
"1967:2"   3.8
"1967:3"   3.8
"1967:4"   3.8
"1967:5"   3.8
"1967:6"   3.9
"1967:7"   3.8
"1967:8"   3.8
"1967:9"   3.8
"1967:10"  4.0
"1967:11"  3.9
"1967:12"  3.8
"1968:1"   3.7
"1968:2"   3.8
"1968:3"   3.7
"1968:4"   3.5
"1968:5"   3.5
"1968:6"   3.7
"1968:7"   3.7
"1968:8"   3.5
"1968:9"   3.4
"1968:10"  3.4
"1968:11"  3.4
"1968:12"  3.4
"1969:1"   3.4
"1969:2"   3.4
"1969:3"   3.4
"1969:4"   3.4
"1969:5"   3.4
"1969:6"   3.5
"1969:7"   3.5
"1969:8"   3.5
"1969:9"   3.7
"1969:10"  3.7
"1969:11"  3.5
"1969:12"  3.5
"1970:1"   3.9
"1970:2"   4.2
"1970:3"   4.4
"1970:4"   4.6
"1970:5"   4.8
"1970:6"   4.9
"1970:7"   5.0
"1970:8"   5.1
"1970:9"   5.4
"1970:10"  5.5
"1970:11"  5.9
"1970:12"  6.1
"1971:1"   5.9
"1971:2"   5.9
"1971:3"   6.0
"1971:4"   5.9
"1971:5"   5.9
"1971:6"   5.9
"1971:7"   6.0
"1971:8"   6.1
"1971:9"   6.0
"1971:10"  5.8
"1971:11"  6.0
"1971:12"  6.0
"1972:1"   5.8
"1972:2"   5.7
"1972:3"   5.8
"1972:4"   5.7
"1972:5"   5.7
"1972:6"   5.7
"1972:7"   5.6
"1972:8"   5.6
"1972:9"   5.5
"1972:10"  5.6
"1972:11"  5.3
"1972:12"  5.2
"1973:1"   4.9
"1973:2"   5.0
"1973:3"   4.9
"1973:4"   5.0
"1973:5"   4.9
"1973:6"   4.9
"1973:7"   4.8
"1973:8"   4.8
"1973:9"   4.8
"1973:10"  4.6
"1973:11"  4.8
"1973:12"  4.9
"1974:1"   5.1
"1974:2"   5.2
"1974:3"   5.1
"1974:4"   5.1
"1974:5"   5.1
"1974:6"   5.4
"1974:7"   5.5
"1974:8"   5.5
"1974:9"   5.9
"1974:10"  6.0
"1974:11"  6.6
"1974:12"  7.2
"1975:1"   8.1
"1975:2"   8.1
"1975:3"   8.6
"1975:4"   8.8
"1975:5"   9.0
"1975:6"   8.8
"1975:7"   8.6
"1975:8"   8.4
"1975:9"   8.4
"1975:10"  8.4
"1975:11"  8.3
"1975:12"  8.2
"1976:1"   7.9
"1976:2"   7.7
"1976:3"   7.6
"1976:4"   7.7
"1976:5"   7.4
"1976:6"   7.6
"1976:7"   7.8
"1976:8"   7.8
"1976:9"   7.6
"1976:10"  7.7
"1976:11"  7.8
"1976:12"  7.8
"1977:1"   7.5
"1977:2"   7.6
"1977:3"   7.4
"1977:4"   7.2
"1977:5"   7.0
"1977:6"   7.2
"1977:7"   6.9
"1977:8"   7.0
"1977:9"   6.8
"1977:10"  6.8
"1977:11"  6.8
"1977:12"  6.4
"1978:1"   6.4
"1978:2"   6.3
"1978:3"   6.3
"1978:4"   6.1
"1978:5"   6.0
"1978:6"   5.9
"1978:7"   6.2
"1978:8"   5.9
"1978:9"   6.0
"1978:10"  5.8
"1978:11"  5.9
"1978:12"  6.0
"1979:1"   5.9
"1979:2"   5.9
"1979:3"   5.8
"1979:4"   5.8
"1979:5"   5.6
"1979:6"   5.7
"1979:7"   5.7
"1979:8"   6.0
"1979:9"   5.9
"1979:10"  6.0
"1979:11"  5.9
"1979:12"  6.0
"1980:1"   6.3
"1980:2"   6.3
"1980:3"   6.3
"1980:4"   6.9
"1980:5"   7.5
"1980:6"   7.6
"1980:7"   7.8
"1980:8"   7.7
"1980:9"   7.5
"1980:10"  7.5
"1980:11"  7.5
"1980:12"  7.2
"1981:1"   7.5
"1981:2"   7.4
"1981:3"   7.4
"1981:4"   7.2
"1981:5"   7.5
"1981:6"   7.5
"1981:7"   7.2
"1981:8"   7.4
"1981:9"   7.6
"1981:10"  7.9
"1981:11"  8.3
"1981:12"  8.5
"1982:1"   8.6
"1982:2"   8.9
"1982:3"   9.0
"1982:4"   9.3
"1982:5"   9.4
"1982:6"   9.6
"1982:7"   9.8
"1982:8"   9.8
"1982:9"  10.1
"1982:10" 10.4
"1982:11" 10.8
"1982:12" 10.8
"1983:1"  10.4
"1983:2"  10.4
"1983:3"  10.3
"1983:4"  10.2
"1983:5"  10.1
"1983:6"  10.1
"1983:7"   9.4
"1983:8"   9.5
"1983:9"   9.2
"1983:10"  8.8
"1983:11"  8.5
"1983:12"  8.3
"1984:1"   8.0
"1984:2"   7.8
"1984:3"   7.8
"1984:4"   7.7
"1984:5"   7.4
"1984:6"   7.2
"1984:7"   7.5
"1984:8"   7.5
"1984:9"   7.3
"1984:10"  7.4
"1984:11"  7.2
"1984:12"  7.3
"1985:1"   7.3
"1985:2"   7.2
"1985:3"   7.2
"1985:4"   7.3
"1985:5"   7.2
"1985:6"   7.4
"1985:7"   7.4
"1985:8"   7.1
"1985:9"   7.1
"1985:10"  7.1
"1985:11"  7.0
"1985:12"  7.0
"1986:1"   6.7
"1986:2"   7.2
"1986:3"   7.2
"1986:4"   7.1
"1986:5"   7.2
"1986:6"   7.2
"1986:7"   7.0
"1986:8"   6.9
"1986:9"   7.0
"1986:10"  7.0
"1986:11"  6.9
"1986:12"  6.6
"1987:1"   6.6
"1987:2"   6.6
"1987:3"   6.6
"1987:4"   6.3
"1987:5"   6.3
"1987:6"   6.2
"1987:7"   6.1
"1987:8"   6.0
"1987:9"   5.9
"1987:10"  6.0
"1987:11"  5.8
"1987:12"  5.7
"1988:1"   5.7
"1988:2"   5.7
"1988:3"   5.7
"1988:4"   5.4
"1988:5"   5.6
"1988:6"   5.4
"1988:7"   5.5
"1988:8"   5.6
"1988:9"   5.4
"1988:10"  5.3
"1988:11"  5.3
"1988:12"  5.3

